"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2007","2007",38,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2008","2008",38,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2009","2009",29,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2010","2010",29,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2011","2011",35,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2012","2012",37,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2013","2013",25,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2014","2014",47,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2015","2015",41,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2016","2016",21,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2017","2017",36,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2018","2018",44,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2001","2001",2600,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2002","2002",2649,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2003","2003",2673,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2005","2005",2613,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2006","2006",2504,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2007","2007",2394,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2008","2008",2373,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2009","2009",2312,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2010","2010",2290,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2011","2011",2087,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2012","2012",2112,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2013","2013",2102,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2014","2014",2003,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2015","2015",2092,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2016","2016",2023,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2017","2017",2069,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2018","2018",1977,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2001","2001",1340,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2002","2002",1383,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2003","2003",1278,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2005","2005",1362,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2006","2006",1334,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2007","2007",1337,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2008","2008",1327,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2009","2009",1387,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2010","2010",1282,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2011","2011",1308,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2012","2012",1197,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2013","2013",1164,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2014","2014",1224,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2015","2015",1138,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2016","2016",1168,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2017","2017",1075,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2018","2018",1115,,
"18_BMI_OBE","obesi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2001","2001",183,,
"18_BMI_OBE","obesi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2002","2002",163,,
"18_BMI_OBE","obesi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2003","2003",185,,
"18_BMI_OBE","obesi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2005","2005",203,,
"18_BMI_OBE","obesi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2006","2006",228,,
"18_BMI_OBE","obesi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2007","2007",203,,
"18_BMI_OBE","obesi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2008","2008",237,,
"18_BMI_OBE","obesi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2009","2009",247,,
"18_BMI_OBE","obesi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2010","2010",225,,
"18_BMI_OBE","obesi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2011","2011",204,,
"18_BMI_OBE","obesi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2012","2012",203,,
"18_BMI_OBE","obesi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2013","2013",213,,
"18_BMI_OBE","obesi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2014","2014",200,,
"18_BMI_OBE","obesi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2015","2015",183,,
"18_BMI_OBE","obesi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2016","2016",198,,
"18_BMI_OBE","obesi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2017","2017",197,,
"18_BMI_OBE","obesi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2018","2018",218,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2001","2001",435,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2002","2002",443,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2003","2003",494,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2005","2005",324,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2006","2006",354,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2007","2007",362,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2008","2008",349,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2009","2009",339,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2010","2010",328,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2011","2011",338,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2012","2012",338,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2013","2013",321,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2014","2014",342,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2015","2015",304,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2016","2016",280,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2017","2017",303,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2018","2018",353,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2001","2001",3166,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2002","2002",3229,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2003","2003",3024,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2005","2005",3105,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2006","2006",2916,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2007","2007",2882,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2008","2008",2744,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2009","2009",2810,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2010","2010",2604,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2011","2011",2680,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2012","2012",2531,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2013","2013",2521,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2014","2014",2457,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2015","2015",2466,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2016","2016",2431,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2017","2017",2286,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2018","2018",2196,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2001","2001",488,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2002","2002",439,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2003","2003",531,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2005","2005",529,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2006","2006",553,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2007","2007",553,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2008","2008",541,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2009","2009",538,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2010","2010",547,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2011","2011",518,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2012","2012",521,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2013","2013",525,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2014","2014",514,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2015","2015",514,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2016","2016",509,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2017","2017",559,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2018","2018",547,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2001","2001",107,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2002","2002",94,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2003","2003",90,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2005","2005",125,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2006","2006",114,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2007","2007",129,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2008","2008",122,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2009","2009",125,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2010","2010",139,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2011","2011",116,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2012","2012",172,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2013","2013",133,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2014","2014",138,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2015","2015",129,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2016","2016",142,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2017","2017",160,,
"18_BMI_OBE","obesi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2018","2018",167,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2001","2001",474,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2002","2002",472,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2003","2003",525,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2005","2005",339,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2006","2006",378,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2007","2007",400,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2008","2008",387,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2009","2009",368,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2010","2010",357,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2011","2011",374,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2012","2012",375,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2013","2013",346,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2014","2014",389,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2015","2015",344,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2016","2016",301,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2017","2017",339,,
"18_BMI_SOTTO","sottopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2018","2018",397,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2001","2001",5766,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2002","2002",5878,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2003","2003",5697,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2005","2005",5718,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2006","2006",5420,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2007","2007",5276,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2008","2008",5118,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2009","2009",5122,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2010","2010",4894,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2011","2011",4767,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2012","2012",4643,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2013","2013",4623,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2014","2014",4460,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2015","2015",4558,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2016","2016",4454,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2017","2017",4356,,
"18_BMI_NORMO","normopeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2018","2018",4173,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2001","2001",1828,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2002","2002",1822,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2003","2003",1808,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2005","2005",1892,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2006","2006",1886,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2007","2007",1890,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2008","2008",1868,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2009","2009",1925,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2010","2010",1829,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2011","2011",1825,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2012","2012",1718,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2013","2013",1689,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2014","2014",1738,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2015","2015",1653,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2016","2016",1677,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2017","2017",1635,,
"18_BMI_SOVRA","sovrappeso","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2018","2018",1662,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2001","2001",289,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2002","2002",257,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2003","2003",275,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2005","2005",328,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2006","2006",341,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2007","2007",332,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2008","2008",359,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2009","2009",371,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2010","2010",364,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2011","2011",320,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2012","2012",374,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2013","2013",346,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2014","2014",338,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2015","2015",313,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2016","2016",340,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2017","2017",357,,
"18_BMI_OBE","obesi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2018","2018",385,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2001","2001",0.9,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2002","2002",0.7,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2003","2003",0.7,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2005","2005",0.4,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2006","2006",0.6,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2007","2007",0.9,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2008","2008",1,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2009","2009",0.7,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2010","2010",0.7,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2011","2011",1,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2012","2012",1,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2013","2013",0.7,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2014","2014",1.4,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2015","2015",1.2,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2016","2016",0.6,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2017","2017",1.1,,
"18_BMI_SOTTO","sottopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2018","2018",1.3,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2001","2001",62.5,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2002","2002",62.7,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2003","2003",64.2,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2005","2005",62.3,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2006","2006",61.2,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2007","2007",60.3,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2008","2008",59.7,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2009","2009",58.2,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2010","2010",59.9,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2011","2011",57.4,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2012","2012",59.5,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2013","2013",60,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2014","2014",57.7,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2015","2015",60.6,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2016","2016",59.3,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2017","2017",61.3,,
"18_BMI_NORMO","normopeso","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2018","2018",59,,
